embedding_index,chunk_id,document_id,chunk_index,title,pdf_name,page_start,page_end,character_count,word_count,site_url,file_url,publicbody,foirequest,uid,source_text_path,clean_text_path,text
46,16461800000,164618,0,Erasmus International School in Potsdam,164618_4e675af89c669277c10703967d80f05cfd25a8a2.pdf,1,2,2014,280,https://fragdenstaat.de/dokumente/164618-erasmus-international-school-in-potsdam/,https://media.frag-den-staat.de/files/docs/d8/9c/e2/d89ce28a531841988efedd1413eb10b5/4e675af89c669277c10703967d80f05cfd25a8a2.pdf,,,d89ce28a-5318-4198-8efe-dd1413eb10b5,C:\Users\Admin\Desktop\OpenLens\Texte\164618_4e675af89c669277c10703967d80f05cfd25a8a2.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164618_164618_4e675af89c669277c10703967d80f05cfd25a8a2.txt,"Landtag Brandenburg
Drucksache 3/1905
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 699
des Abgeordneten Sigmar-Peter Schuldt
Fraktion der DVU
Drucksache 3/1707
Erasmus International School in Potsdam
Erasmus International School in Potsdam
Wortlaut der Kleinen Anfrage 699 vom 12.09.2000:
Bei der Tagung des Wirtschafts-Presse-Forums Brandenburg e. V.
am 04. September 2000 erklärte der Vorstand der Deutsch-Internationalen Erasmus-Schule AG und Direktor der Erasmus International School, in Potsdam, diese Privatschule, welche fast ausschließlich von Kindern ausländischer, in Deutschland akkreditierter Diplomaten besucht wird, finanziere sich aus dem Schulgeld ihrer Schüler, welches wiederum von den Botschaften, bei
denen die Eltern der jeweiligen Schüler tätig sind, aufgebracht
werde.
Wenn Botschaften armer Länder das Schulgeld nicht aufbringen
könnten, werde die Differenz aus Zuschüssen vom Land Brandenburg
beglichen.
Ich frage die Landesregierung: 
1.
Sind seitens der in der Vorbemerkung genannten Privatschule
Anträge auf Zuschüsse aufgrund der Zahlungsunfähigkeit von
Botschaften armer Länder gestellt worden, und, wenn ja, in
welcher Höhe (bitte detaillierte Aufschlüsselung nach Bundes-, Landes-, EU- oder sonstigen Zuschüssen)?
2.
Wenn ja: Welche Botschaften sind nach Erkenntnissen der
Landesregierung nicht in der Lage, das Schulgeld für die in
der Vorbemerkung genannte Privatschule ganz oder teilweise
zu bezahlen (bitte detaillierte Aufschlüsselung nach Ländern und Schulgeldbeträgen)?
3.
Aufgrund welcher Rechtsgrundlagen, Verträge oder Förderprogramme werden die unter 1. genannten Zuschüsse gezahlt?
4.
In welchen Haushaltstiteln des Haushaltsplans 2000 sind die
unter 1. genannten Zuschüsse enthalten?
Datum des Eingangs: 25.10.2000 / Ausgegeben: 30.10.2000

Namens der Landesregierung beantwortet der Minister für Bildung,
Jugend und Sport die Kleine Anfrage wie folgt:
Jugend und Sport die Kleine Anfrage wie folgt:
Zu Frage 1:
Nein.
Zu Frage 2, 3 und 4:
Entfällt."
47,16462700000,164627,0,Haushaltssachmittel,164627_c73586424f8e4f232b477e07c69f1c82ecd3bf2d.pdf,1,1,1795,251,https://fragdenstaat.de/dokumente/164627-haushaltssachmittel/,https://media.frag-den-staat.de/files/docs/12/4a/93/124a93b58477465494a5c33700a89bce/c73586424f8e4f232b477e07c69f1c82ecd3bf2d.pdf,,,124a93b5-8477-4654-94a5-c33700a89bce,C:\Users\Admin\Desktop\OpenLens\Texte\164627_c73586424f8e4f232b477e07c69f1c82ecd3bf2d.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164627_164627_c73586424f8e4f232b477e07c69f1c82ecd3bf2d.txt,"Landtag Brandenburg
Drucksache 3/1278
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 472
des Abgeordneten Werner Firneburg
Fraktion der DVU
Drucksache 3/1118
Haushaltssachmittel
Haushaltssachmittel
Wortlaut der Kleinen Anfrage Nr. 472 vom 05.05.2000:
Wie dem Verfassungsschutzbericht des Jahres 1998 zu entnehmen
ist, wurden an Haushaltssachmitteln 1.292.892,19 DM ausgegeben.
Im Haushaltsplan wird unter Titel 536 10 011 dargelegt, daß aus
diesen Mitteln auch Personalausgaben bestritten werden dürfen.
Ich frage die Landesregierung:
1.
Sieht die Landesregierung einen Widerspruch zu den Angaben
im Haushaltsplan 2000/2001 und den Ausführungen im Verfassungsschutzbericht des Jahres 1998?
2.
Wie hoch waren die unter Titel 536 10 011 geleisteten Personalausgaben?
Namens
ns der Landesregierung beantwortet der Minister des Innern
die Kleine Anfrage wie folgt:
die Kleine Anfrage wie folgt:
zu Frage 1:
Die Landesregierung sieht keinen Widerspruch. Gemäß Haushaltsvermerk dürfen aus den bei Kapitel 03 020 Titel 536 10 etatisierten Ausgaben für den Verfassungsschutz auch Personalausgaben
zum Zwecke der Nachrichtenbeschaffung geleistet werden. Es handelt sich dabei um Zahlungen an Personen, die gemäß § 6 Abs. 3
Nr. 1 BbgVerfSchG im Rahmen der zulässigen Informationsbeschaffung als Vertrauensleute, sonstige geheime Informanten, zum
Zwecke der Spionageabwehr überworbene Agenten, Gewährspersonen
und verdeckte Ermittler eingesetzt werden.
zu Frage 2:
Die Höhe der aus dem Titel 536 10 geleisteten Personalausgaben
unterliegt nach § 21 des Gesetzes über die Feststellung des
Haushaltsplanes des Landes Brandenburg für das Haushaltsjahr
1998 (Haushaltsgesetz 1998 - HG 1998) vom 22. Dezember 1997 der
Geheimhaltung.
Datum des Eingangs: 09.06.2000 / Ausgegeben: 14.06.2000"
48,16465700000,164657,0,DNA-Analysedatei beim Bundeskriminalamt,164657_dfcd2b17b0b7ccbaa8a0cb6b464cf3df7ae220ff.pdf,1,2,1589,221,https://fragdenstaat.de/dokumente/164657-dna-analysedatei-beim-bundeskriminalamt/,https://media.frag-den-staat.de/files/docs/7a/ef/f4/7aeff4b013bf488e843d59d5cb4c19da/dfcd2b17b0b7ccbaa8a0cb6b464cf3df7ae220ff.pdf,,,7aeff4b0-13bf-488e-843d-59d5cb4c19da,C:\Users\Admin\Desktop\OpenLens\Texte\164657_dfcd2b17b0b7ccbaa8a0cb6b464cf3df7ae220ff.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164657_164657_dfcd2b17b0b7ccbaa8a0cb6b464cf3df7ae220ff.txt,"Landtag Brandenburg
Drucksache 3/3200
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 1194
des Abgeordneten Sven Petke
Fraktion der CDU
Drucksache 3/3063
DNA-Analysedatei beim Bundeskriminalamt
Wortlaut der Kleinen Anfrage Nr. 1194 vom 19.07.2001:
Wie viel Datensätze wurden durch das Landeskriminalamt Brandenburg seit dem 01. Januar
1998 bis heute (bitte vierteljährlich angeben) an das Bundeskriminalamt zur Einstellung an
die Verbunddatei im Sinne von § 11 Absätze 2 und 3 BKA-Gesetz (DNA-Analysedatei)
übermittelt?
Namens der Landesregierung beantwortet der Minister des Innern die Kleine Anfrage
wie folgt:
Vorbemerkung:
Die Polizei des Landes Brandenburg schöpft alle Möglichkeiten aus, um eine zeitnahe
Untersuchung der entnommenen Körperzellen sicherzustellen. Das Landeskriminalamt
koordiniert und veranlasst als zentrale Erfassungs- und Recherchestelle für die DNA-Analysedatei die polizeilichen Maßnahmen in den Polizeibehörden. Zur Beschleunigung wurden auch
Untersuchungsaufträge an externe Labore vergeben. Voraussetzung für alle Untersuchungen
ist das Vorliegen des entsprechenden richterlichen Beschlusses. 
Bis zum II. Quartal 2001 wurden insgesamt 1.378 Personendatensätze in die DNA-Analyse-
Datei eingestellt. Sie gliedern sich quartalsweise wie folgt auf:
Datum des Eingangs: 22.08.2001 / Ausgegeben: 28.08.2001

Quartale
Personen
III. Quartal 1998

IV. Quartal 1998

I. Quartal 1999

II. Quartal 1999

III. Quartal 1999

IV. Quartal 1999

I. Quartal 2000

II. Quartal 2000

III. Quartal 2000

IV. Quartal 2000

I. Quartal 2001

II. Quartal 2001"
49,16467600000,164676,0,PR-Berater für die Landesregierung?,164676_2227c8ce64bacc49ac509c06f2fe907d90f04df5.pdf,1,2,2433,333,https://fragdenstaat.de/dokumente/164676-pr-berater-fur-die-landesregierung/,https://media.frag-den-staat.de/files/docs/9b/67/84/9b67842400d94a358d1d32635aedba2d/2227c8ce64bacc49ac509c06f2fe907d90f04df5.pdf,,,9b678424-00d9-4a35-8d1d-32635aedba2d,C:\Users\Admin\Desktop\OpenLens\Texte\164676_2227c8ce64bacc49ac509c06f2fe907d90f04df5.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164676_164676_2227c8ce64bacc49ac509c06f2fe907d90f04df5.txt,"Landtag Brandenburg
Drucksache 3/2716
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 1007
des Abgeordneten Werner Firneburg
Fraktion der DVU
Drucksache 3/2555
PR–Berater für die Landesregierung?
PR–Berater für die Landesregierung?
Wortlaut der Kleinen Anfrage Nr. 1007 vom 21.03.2001:
Ich frage die Landesregierung:
1.
Sind im Bereich der Landesregierung PR-Berater oder Redeschreiber beschäftigt?
2.
Wie viele solcher Stellen gibt es im Bereich der Landesregierung?
3.
Wo sind die Stellen angesiedelt und wie hoch sind diese
Stellen dotiert?
4.
Hat die Landesregierung externe PR-Berater bzw. Redeschreiber ständig oder zeitweise beschäftigt?
5.
Üben die Berater der Landesregierung weitere Tätigkeiten,
wie z. B. Erstellung von Gutachten oder Präsentationen für
die Landesregierung oder landeseigene Betriebe aus?
6.
Wie viele Personen sind im Bereich der Landesregierung für
Aufgaben eingesetzt, die im weiteren Sinne als Öffentlichkeitsarbeit bezeichnet werden können oder der Darstellung
der Regierungspolitik dienen?
Datum des Eingangs: 02.05.2001 / Ausgegeben: 07.05.2001

Namens der Landesregierung beantwortet der Chef der Staatskanzder Chef der Staatskanzlei die Kleine Anfrage wie folgt:
lei die Kleine Anfrage wie folgt:
Zu Frage 1:
Die Landesregierung beschäftigt Redenschreiber, jedoch keine PR-
Berater.
Zu Frage 2:
Im Bereich der Landesregierung gibt es 4 Beschäftigte, die überwiegend als Redenschreiber eingesetzt sind.
Zu Frage 3:
Zwei Redenschreiber sind im Geschäftsbereich des Ministerpräsidenten, ein Redenschreiber im Ministerium für Arbeit, Soziales,
Gesundheit und Frauen und ein teilzeitbeschäftigter Redenschreiber (30 Stunden/Woche) im Ministerium für Wissenschaft, Forschung und Kultur angesiedelt.
Alle Redenschreiber sind dem höheren Dienst zugeordnet.
Zu Frage 4:
Externe PR-Berater und Redenschreiber sind für die Landesregierung nicht tätig. 
Die Landesregierung behält sich vor, bei Bedarf auch auf externe
Mitarbeiter zurückzugreifen.
Zu Frage 5:
PR-Berater sind in der Landesregierung nicht beschäftigt (siehe
Antwort zu Frage Ziffer 1.)
Zu Frage 6:
Jegliches Handeln der Mitarbeiterinnen und Mitarbeiter der Landesregierung hat auch Öffentlichkeitswirkung und kann daher als
Öffentlichkeitsarbeit im weiteren Sinne bezeichnet werden und
dient damit der Darstellung der Regierungspolitik. 
Angesichts der unpräzisen Fragestellung sind detailliertere
Angaben nicht möglich."
50,16476800000,164768,0,"""Schwarze Liste"" des Ministeriums der Justiz und für Europaangelegenheiten über Richterinnen und Richter",164768_721fd9c56259f8103b01ab3346e90e8a79e275da.pdf,1,1,1463,198,https://fragdenstaat.de/dokumente/164768-schwarze-liste-des-ministeriums-der-justiz-und-fur-europaangelegenheiten-uber-richterinnen-und-richter/,https://media.frag-den-staat.de/files/docs/96/78/d3/9678d31b804741279f4efcdd378008cf/721fd9c56259f8103b01ab3346e90e8a79e275da.pdf,,,9678d31b-8047-4127-9f4e-fcdd378008cf,C:\Users\Admin\Desktop\OpenLens\Texte\164768_721fd9c56259f8103b01ab3346e90e8a79e275da.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164768_164768_721fd9c56259f8103b01ab3346e90e8a79e275da.txt,"Landtag Brandenburg
Drucksache 3/2352
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 915
des Abgeordneten Stefan Sarrach
Fraktion der PDS
Drucksache 3/2296
""Schwarze
""Schwarze Liste"" des Ministeriums der Justiz und für Europaangelegenheiten über Richterinnen und Richter
gelegenheiten über Richterinnen und Richter
Wortlaut der Kleinen Anfrage 915 vom 16. Januar 2001:
Im Zusammenhang mit der sogenannten ""Büroleiteraffäre"" des Ministers Schelter, bei der in die richterliche Unabhängigkeit
einer Richterin in Neuruppin eingegriffen wurde, nachdem ein
Rechtsanwalt und CDU-Parteifreund für seinen verhafteten Mandanten bei den Ministern Schönbohm und Schelter intervenierte,
soll nunmehr im Ministerium der Justiz und für Europaangelegenheiten eine ""Schwarze Liste"" über Richterinnen und Richter geführt werden.
Dabei soll es sich um jene Richterinnen und Richter handeln, die
sich in dieser ""Büroleiteraffäre"" kritisch geäußert haben.
Ich frage die Landesregierung:
Trifft es zu, dass im Ministerium der Justiz und für Europaangelegenheiten eine ""Schwarze Liste"" über Richterinnen und Richter geführt wird, die sich im Zusammenhang mit der sogenannten
""Büroleiteraffäre"" kritisch geäußert haben?
Namens
ns der Landesregierung beantwortet der Minister der Justiz
und für Europaangelegenheiten die Kleine Anfrage wie folgt:
und für Europaangelegenheiten die Kleine Anfrage wie folgt:
Nein.
Datum des Eingangs: 01.02.2001 / Ausgegeben: 06.02.2001"
51,16480200000,164802,0,Verkehrswacht,164802_be82e9201b049e7e20109645d2a608529df45390.pdf,1,2,2227,296,https://fragdenstaat.de/dokumente/164802-verkehrswacht/,https://media.frag-den-staat.de/files/docs/dc/fe/e2/dcfee232820d4b379cfb842a9b67fb13/be82e9201b049e7e20109645d2a608529df45390.pdf,,,dcfee232-820d-4b37-9cfb-842a9b67fb13,C:\Users\Admin\Desktop\OpenLens\Texte\164802_be82e9201b049e7e20109645d2a608529df45390.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164802_164802_be82e9201b049e7e20109645d2a608529df45390.txt,"Landtag Brandenburg
Drucksache 3/1868
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 689
der Abgeordneten Liane Hesselbarth
Fraktion der DVU
Drucksache 3/1688
Wortlaut der Kleinen Anfrage 689:
Verkehrswacht
Verkehrswacht
Die Verkehrswacht Oder-Spree hat beim Amtsgericht Frankfurt
(Oder) einen Insolvenzantrag gestellt. Der Verein ist zahlungsunfähig.
Ich frage die Landesregierung:
1.
Seit wann existiert die Verkehrswacht Oder-Spree und welche
Verdienste hat sich der Verein bisher erworben?
2.
Erachtet es die Landesregierung für notwendig, dass es auch
in Zukunft im Kreis Oder-Spree eine Verkehrswacht gibt, die
sich vor allem um die Verkehrssicherheit unter Kindern und
Jugendlichen kümmert?
3.
Welche Möglichkeiten sieht die Landesregierung, die Verkehrswacht finanziell zu fördern, um eine Insolvenz abzuwenden?
Namens
ns der Landesregierung beantwortet der Minister für Stadtentwicklung, Wohnen und Verkehr die Kleine Anfrage wie folgt:
entwicklung, Wohnen und Verkehr die Kleine Anfrage wie folgt:
Zu Frage 1:
Die Verkehrswacht Oder-Spree existiert als eingetragener Verein
seit dem 30. April 1992. Wie die mittlerweile 23 Orts- und
Kreisverkehrswachten des Landes Brandenburg hat die Verkehrswacht Oder-Spree seit dieser Zeit die von der Deutschen Verkehrswacht und dem Deutschen Verkehrssicherheitsrat (DVR) entwickelten Zielgruppenprogramme mit hoher Akzeptanz bei der Bevölkerung durchgeführt und somit zur Erhöhung der Verkehrssicherheit im Land Brandenburg beigetragen.
Datum des Eingangs: 17.10.2000 / Ausgegeben: 23.10.2000

Zu Frage 2:
Seitens der Landesregierung wird es für wichtig und insbesondere
unter dem Gesichtspunkt einer kontinuierlich stattfindenden
Verkehrssicherheitsarbeit begrüßt, wenn auch in Zukunft im Landkreis Oder-Spree eine oder mehrere Verkehrswachten die Verkehrssicherheitsarbeit fortführen würden. 
Zu Frage 3:
Für die Landesregierung besteht keine Möglichkeit, aus den im
Haushalt für die Verkehrssicherheitsarbeit zur Verfügung stehenden Mitteln, das Insolvenzverfahren abzuwenden. Die Mittel sind
für Maßnahmen zur Sicherung im Straßenverkehr und für die Förderung von Maßnahmen im Rahmen von Verkehrserziehung und -aufklärung (Projektförderung) zweckgebunden."
52,16481000000,164810,0,Gewährung einer Bürgschaft für den Landesverband der Arbeiterwohlfahrt in Brandenburg,164810_c8c776bd8636164edde3a2c56f55f8f885ad6a22.pdf,1,2,1750,246,https://fragdenstaat.de/dokumente/164810-gewahrung-einer-burgschaft-fur-den-landesverband-der-arbeiterwohlfahrt-in-brandenburg/,https://media.frag-den-staat.de/files/docs/d4/80/09/d48009977d174bb1bc6895e82ccb3c4d/c8c776bd8636164edde3a2c56f55f8f885ad6a22.pdf,,,d4800997-7d17-4bb1-bc68-95e82ccb3c4d,C:\Users\Admin\Desktop\OpenLens\Texte\164810_c8c776bd8636164edde3a2c56f55f8f885ad6a22.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164810_164810_c8c776bd8636164edde3a2c56f55f8f885ad6a22.txt,"Landtag Brandenburg
Drucksache 3/1876
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 702
des Abgeordneten Thomas Lunacek
CDU-Fraktion
Drucksache 3/1710
Gewährung
hrung einer Bürgschaft für den Landesverband der Arbeiterwohlfahrt in Brandenburg
wohlfahrt in Brandenburg
Wortlaut der Kleinen Anfrage Nr. 702 vom 15.09.2000:
Die Existenzkrise der Brandenburger Arbeiterwohlfahrt (AWO)
sorgte im Jahre 1996 für Schlagzeilen. Die drohende Zahlungsunfähigkeit der AWO wurde u. a. durch eine Bürgschaft des Landes
Brandenburg zugunsten des AWO-Landesverbandes Brandenburg e.V.
für einen Überbrückungskredit der Deutschen Genossenschaftsbank
abgewendet. Wie bekannt wurde, prüft die EU-Wettbewerbskommission, ob diese Bürgschaft eine illegale Rettungsbeihilfe darstellt.
Ich frage die Landesregierung:
1.
War diese Bürgschaft Voraussetzung für die Kreditgewährung?
2.
Handelt es sich bei dieser Bürgschaft nach Auffassung der
Landesregierung um eine notifizierungspflichtige Beihilfe?
3.
Wenn nein, warum hat diese Bürgschaft für die Landesregierung nicht den Charakter einer Beihilfe im Sinne des
Art. 92 EG-Vertrag?
4.
Wenn ja, warum wurde diese Beihilfe nicht bei der zuständigen Stelle angemeldet?
Datum des Eingangs: 17.10.2000 / Ausgegeben: 23.10.2000

Namens der Landesregierung beantwortet die Ministerin der Finanzen die Kleine Anfrage wie folgt:
zen die Kleine Anfrage wie folgt:
Zu 1.
Ja.
Zu 2.
Nein.
Zu 3.
Die Landesregierung ist der Auffassung, dass in diesem Fall
keine Beihilfen i. S, von Art. 92 EG-Vertrag vorliegen, da es
sich bei der Arbeiterwohlfahrt um einen gemeinnützigen Träger
sozialer Einrichtungen handelt, die ausschließlich Aufgaben der
örtlichen oder regionalen Daseinsvorsorge wahrnehmen.
Zu 4.
Entfällt."
53,16487500000,164875,0,Ersatz für das Transrapid-Projekt,164875_38c9170e78647b61fdb828d5a39b7202e375d619.pdf,1,2,1559,223,https://fragdenstaat.de/dokumente/164875-ersatz-fur-das-transrapid-projekt/,https://media.frag-den-staat.de/files/docs/a5/2a/2b/a52a2bc9149544b08ef92e8af91770a4/38c9170e78647b61fdb828d5a39b7202e375d619.pdf,,,a52a2bc9-1495-44b0-8ef9-2e8af91770a4,C:\Users\Admin\Desktop\OpenLens\Texte\164875_38c9170e78647b61fdb828d5a39b7202e375d619.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164875_164875_38c9170e78647b61fdb828d5a39b7202e375d619.txt,"Landtag Brandenburg
Drucksache 3/1193
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 441
der Abgeordneten Liane Hesselbarth
Fraktion der DVU
Drucksache 3/1009
Wortlaut der Kleinen Anfrage 441:
Ersatz für das Transrapid-Projekt
Ersatz für das Transrapid-Projekt
Ich frage die Landesregierung:
1.
Hält die Landesregierung eine ICE-Neubaustrecke zwischen
Berlin und Hamburg für erforderlich?
2.
Wenn ja, mit welchem Zeitbedarf ist für
a) Planung und Planfeststellung,
b) Bau der Strecke
zu rechnen?
3.
Ist der Landesregierung eine Studie des Institutes für
Bahntechnik bekannt, wonach die unter 1. genannte Neubaustrecke etwa 8 Milliarden DM kosten wird? Wenn ja, hält die
Landesregierung diesen Betrag für plausibel? Sieht die
Landesregierung Chancen, dass der Neubau der ICE-Strecke
zwischen Berlin und Hamburg als ""vordringlicher Bedarf"" in
den Bundesverkehrswegeplan aufgenommen wird?
Namens
ns der Landesregierung beantwortet der Minister für Stadtentwicklung, Wohnen und Verkehr die Kleine Anfrage wie folgt:
entwicklung, Wohnen und Verkehr die Kleine Anfrage wie folgt:
Zu Frage 1:
Nein.
Der Ausbau der bestehenden Strecke für höhere Geschwindigkeiten
wird als ausreichend angesehen. Die damit erreichbare Fahrzeit
von ca. 90 Minuten stellt eine attraktive Alternative zum Straßenverkehr dar.
Datum des Eingangs: 22.05.2000 / Ausgegeben: 29.05.2000

Zu Frage 2:
Siehe Antwort zu Frage 1.
Zu Frage 3:
Ja. Die Größenordnung ist plausibel. Hierzu ist beim derzeitigen
Arbeitsstand des Bundesverkehrswegeplanes (BVWP) keine Aussage
möglich."
54,16489000000,164890,0,"Projekte ""Gewalt gegen Kinder"" in anderen Bundesländern",164890_2cb0cc734a4e8b6d1e5af5ce40eff47711215b31.pdf,1,2,2196,293,https://fragdenstaat.de/dokumente/164890-projekte-gewalt-gegen-kinder-in-anderen-bundeslandern/,https://media.frag-den-staat.de/files/docs/2b/24/01/2b2401ab8e71458c9c604c48c60db3ec/2cb0cc734a4e8b6d1e5af5ce40eff47711215b31.pdf,,,2b2401ab-8e71-458c-9c60-4c48c60db3ec,C:\Users\Admin\Desktop\OpenLens\Texte\164890_2cb0cc734a4e8b6d1e5af5ce40eff47711215b31.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164890_164890_2cb0cc734a4e8b6d1e5af5ce40eff47711215b31.txt,"Landtag Brandenburg
Drucksache 3/1873
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 707
der Abgeordneten Birgit Fechner
Fraktion der DVU
Drucksache 3/1717
Projekte ""Gewalt gegen Kinder"" in anderen Bundesländern
Projekte ""Gewalt gegen Kinder"" in anderen Bundesländern
Wortlaut der Kleinen Anfrage Nr. 707 vom 13.09.2000:
Ich frage die Landesregierung:
1.
Welche Maßnahmen will die Landesregierung ergreifen, um -
ähnlich wie in Niedersachsen oder Hamburg - Projekte
""Gewalt gegen Kinder"" zu initiieren bzw. durchzuführen?
2.
Welche Maßnahmen will die Landesregierung ergreifen, damit
der in Hamburg entwickelte Leitfaden für Ärzte auch in
Brandenburg eingesetzt wird?
3.
Welche Maßnahmen zum besseren Schutz von Kindern gegen
Gewalt sind seitens der Landesregierung bis zum Ende der
laufenden Legislaturperiode geplant (bitte detaillierte
Aufschlüsselung)?
Datum des Eingangs: 17.10.2000 / Ausgegeben: 23.10.2000

Namens der Landesregierung beantwortet der Minister für Arbeit,
der Minister für Arbeit,
Soziales, Gesundheit und Frauen die Kleine Anfrage wie folgt:
Soziales, Gesundheit und Frauen die Kleine Anfrage wie folgt:
zu Frage 1:
Die Landesregierung beabsichtigt, ein Projekt ""Gewalt gegen
Kinder"" in Brandenburg durchzuführen. 
zu Frage 2:
Die Landesregierung plant, in Anlehnung an den in Hamburg entwickelten Leitfaden ""Gewalt gegen Kinder"" die Entwicklung eines
auf Brandenburg bezogenen Leitfadens. 
zu Frage 3:
Im Haushaltsjahr 2000 werden aus Landesmitteln im Jugendhilfebereich das laufende Projekt des Trägers STIBB e.V. ""Überregionaler Ausbau des Kinder- und Jugendschutzes"" und das in drei miteinander vernetzten Regionen bestehende Projekt ""Kinder- und
Jugendtelefon"" weiter gefördert.
Außerdem erhält - im Rahmen eines zweijährigen Modellprojekts -
das in das Förderprogramm der Bundesstiftung 'Deutsche Jugendmarke' aufgenommene Projekt ""Psychologische und sozialpädagogische Beratung nach dem SGB VIII im Internet"" einen Landeszuschuss. 
Für das Haushaltsjahr 2001 ist eine Weiterförderung der Projekte
beabsichtigt.
Entsprechend den Bestimmungen der Landeshaushaltsordnung können
für den Zeitraum 2002 bis 2004 noch keine Aussagen getroffen
werden."
55,16490300000,164903,0,Analphabetismus,164903_9d1d3851ebdcdf2b6a93e412df114210b6050f48.pdf,1,2,2023,286,https://fragdenstaat.de/dokumente/164903-analphabetismus/,https://media.frag-den-staat.de/files/docs/3f/c1/b0/3fc1b0f5a2a24dbf8bb02f035bcd32bb/9d1d3851ebdcdf2b6a93e412df114210b6050f48.pdf,,,3fc1b0f5-a2a2-4dbf-8bb0-2f035bcd32bb,C:\Users\Admin\Desktop\OpenLens\Texte\164903_9d1d3851ebdcdf2b6a93e412df114210b6050f48.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\164903_164903_9d1d3851ebdcdf2b6a93e412df114210b6050f48.txt,"Landtag Brandenburg
Drucksache 3/435
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 132
des Abgeordneten Werner Firneburg
Fraktion der DVU
Drucksache 3/249
Analphabetismus
Analphabetismus
Wortlaut der Kleinen Anfrage 132 vom 30.11.1999:
Analphabetismus bedeutet Lese- und Schreibunfähigkeit. Die UN-
ESCO schätzt den Anteil der Analphabeten auf 0,75 bis 3 Prozent
der über 15 Jahre alten Bevölkerung in Deutschland. Sie geht
dabei von dem Begriff des ""funktionalen Analphabetismus"" aus,
wonach Jugendliche und Erwachsene auch dann als Analphabeten
gelten, wenn sie nach dem Ende der Schulzeit den Anforderungen
ihrer Lebensumwelt an ihre Schreib- und Lesekenntnisse sowie an
ihre Rechenfähigkeit nicht gerecht werden.
Ich frage die Landesregierung: 
1.
Wie hoch ist der prozentuale Anteil der Analphabeten im
Lande Brandenburg der über 15-jährigen?
2.
Welche Aussagen kann die Landesregierung treffen über den
Anteil
a) der deutschen Analphabeten
b) der ausländischen Analphabeten?
3.
Welche Ursachen hat der Analphabetismus und wie kann es in
Brandenburg überhaupt dazu kommen?
4.
Welche Förderungsmaßnahmen gibt es im Lande Brandenburg zur
Bekämpfung des Analphabetismus?
Datum des Eingangs: 07.01.2000 / Ausgegeben: 12.01.2000

Namens der Landesregierung beantwortet der Minister für Bildung,
Jugend und Sport die Kleine Anfrage wie folgt:
Jugend und Sport die Kleine Anfrage wie folgt:
Zu Frage 1:
Der prozentuale Anteil von funktionalen Analphabeten in der
Gruppe der über 15-jährigen ist nicht bekannt. Statistische
Untersuchungen liegen nicht vor.
Zu Frage 2:
Nach Nationalität differenzierte Aussagen über funktionale Analphabeten liegen nicht vor.
Zu Frage 3:
Die Ursachen für funktionalen Analphabetismus sind unterschiedlich und nicht abschließend zu benennen. Funktionaler Analphabetismus kann u.a. biografisch, sozial oder auch institutionell
begründet sein.
Zu Frage 4:
Das Land Brandenburg fördert im Rahmen der Weiterbildung von
Erwachsenen Kurse zur Alphabetisierung an Volkshochschulen."
