embedding_index,chunk_id,document_id,chunk_index,title,pdf_name,page_start,page_end,character_count,word_count,site_url,file_url,publicbody,foirequest,uid,source_text_path,clean_text_path,text
131,16777800000,167778,0,Sprachangebote für Aussiedler,167778_18040b999bc3b0a9195060e0fa07d22422d7a4ba.pdf,1,2,2225,274,https://fragdenstaat.de/dokumente/167778-sprachangebote-fur-aussiedler/,https://media.frag-den-staat.de/files/docs/ef/13/b9/ef13b9bd35024bbd904e4f3a2e30d477/18040b999bc3b0a9195060e0fa07d22422d7a4ba.pdf,,,ef13b9bd-3502-4bbd-904e-4f3a2e30d477,C:\Users\Admin\Desktop\OpenLens\Texte\167778_18040b999bc3b0a9195060e0fa07d22422d7a4ba.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\167778_167778_18040b999bc3b0a9195060e0fa07d22422d7a4ba.txt,"Landtag Brandenburg
Drucksache 3/415
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 124
des Abgeordneten Werner Firneburg
Fraktion der DVU
Landtagsdrucksache 3/241
Sprachangebote für Aussiedler
Sprachangebote für Aussiedler
Wortlaut der Kleinen Anfrage Nr. 124 vom 01.12.1999:
Ich frage die Landesregierung:
1.
Welche Angebote der Sprachförderung für Aussiedler gibt es
in Brandenburg?
2.
Welche Planungen gibt es seitens der Landesregierung, die
unter 1. genannten Angebote auszuweiten?
3.
Welche Maßnahmen werden seitens der Landesregierung zur
Erhöhung der Motivation, an den unter 1. genannten Maßnahmen teilzunehmen, ergriffen?
Datum des Eingangs: 04.01.2000 / Ausgegeben: 10.01.2000

Namens der Landesregierung beantwortet der Minister für Arbeit,
der Minister für Arbeit,
Soziales, Gesundheit und Frauen die Kleine Anfrage wie folgt:
Soziales, Gesundheit und Frauen die Kleine Anfrage wie folgt:
Zu Frage 1:
Die Sprachförderung für Spätaussiedlerinnen und Spätaussiedler
erfolgt vorrangig nach bundesgesetzlichen Regelungen des Sozialgesetzbuches III (Sprachkurs 6 Monate) und der Richtlinien für
die Vergabe von Zuwendungen (Beihilfen) zur gesellschaftlichen,
d.h. sprachlichen, schulischen, beruflichen und damit in Verbindung stehenden sozialen Eingliederung junger Spätaussiedlerinnen und Spätaussiedler sowie junger ausländischer Flüchtlinge
“Garantiefonds - Schul- und Berufsbildungsbereich” (Sprachkurse
bis zu 10 Monate). Für schulpflichtige Spätaussiedlerinnen und
Spätaussiedler erfolgt zudem die Förderung entsprechend der
Eingliederungsverordnung für fremdsprachige Schülerinnen und
Schüler. Für nach dem Bundesvertriebenengesetz zugewanderte
Personen, die nicht nach diesen beiden Fördermöglichkeiten anspruchsberechtigt sind, gibt es zusätzlich landesgeförderte
Sprachkurse bei unterschiedlichen Bildungsträgern, auch Volkshochschulen bieten im Rahmen der Grundversorgung Veranstaltungen
zur Verbesserung der Kenntnisse der deutschen Sprache für Spätaussiedlerinnen und Spätaussiedler an.
Zu Frage 2:
Keine.
Zu Frage 3:
Die Teilnahmemotivation wird unterstützt durch die soziale Beratung des einzelnen Spätaussiedlers in den Beratungsstellen,
Sozialämtern und durch Bildungsträger."
132,16780600000,167806,0,Zwangsarbeiter - Entschädigung,167806_93c8e21a0cc3003b290d9c96d46f7e6567db4c63.pdf,1,1,1194,165,https://fragdenstaat.de/dokumente/167806-zwangsarbeiter-entschadigung/,https://media.frag-den-staat.de/files/docs/0a/b9/2b/0ab92bb7132d4f98a15b1fc39b082694/93c8e21a0cc3003b290d9c96d46f7e6567db4c63.pdf,,,0ab92bb7-132d-4f98-a15b-1fc39b082694,C:\Users\Admin\Desktop\OpenLens\Texte\167806_93c8e21a0cc3003b290d9c96d46f7e6567db4c63.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\167806_167806_93c8e21a0cc3003b290d9c96d46f7e6567db4c63.txt,"Landtag Brandenburg
Drucksache 3/240
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 51
der Abgeordneten Birgit Fechner
Fraktion der DVU
Landtagsdrucksache 3/79
Zwangsarbeiter - Entschädigung
Zwangsarbeiter - Entschädigung
Wortlaut der Kleinen Anfrage Nr. 51 vom 02.11.1999:
Ich frage die Landesregierung:
1.
Entstehen dem Land Brandenburg Kosten aufgrund der Entschädigung von während des Zweiten Weltkrieges auf dem Gebiet
des heutigen Landes Brandenburg als Zwangsarbeiter eingesetzten Personen in- oder ausländischer Nationalität?
2.
Wenn ja: Wie hoch (in DM) sind diese Kosten?
3. 
In welchem Verhältnis (absolut bzw. relativ) werden diese
Kosten vom Bund, vom Land Brandenburg, von Kommunen oder
Gebietskörperschaften oder von der Privatwirtschaft getragen?
Namens der Landesregierung beantwortet der Minister für Arbeit,
der Minister für Arbeit,
Soziales, Gesundheit und Frauen die Kleine Anfrage wie folgt:
Soziales, Gesundheit und Frauen die Kleine Anfrage wie folgt:
Zu Frage 1 bis 3:
Das Land Brandenburg erbringt keine Entschädigungsleistungen an
ehemalige Zwangsarbeiter während des Zweiten Weltkrieges.
Datum des Eingangs: 29.11.1999 / Ausgegeben: 06.12.1999"
133,16782500000,167825,0,Verschuldung von Kommunen im Land Brandenburg,167825_4d5c62744a42c1a62229357d6469ca7cb8105cd8.pdf,1,1,1436,202,https://fragdenstaat.de/dokumente/167825-verschuldung-von-kommunen-im-land-brandenburg/,https://media.frag-den-staat.de/files/docs/13/24/e5/1324e5cee50f4100b89a4d98168e11e5/4d5c62744a42c1a62229357d6469ca7cb8105cd8.pdf,,,1324e5ce-e50f-4100-b89a-4d98168e11e5,C:\Users\Admin\Desktop\OpenLens\Texte\167825_4d5c62744a42c1a62229357d6469ca7cb8105cd8.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\167825_167825_4d5c62744a42c1a62229357d6469ca7cb8105cd8.txt,"Landtag Brandenburg
Drucksache 3/759
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 265
des Abgeordneten Werner Firneburg
Fraktion der DVU
Drucksache 3/608
Verschuldung von Kommunen im Land Brandenburg
Verschuldung von Kommunen im Land Brandenburg
Wortlaut der Kleinen Anfrage Nr. 265 vom 08.02.2000:
Ich frage die Landesregierung:
1.
Welche Kommunen des Landes Brandenburg sind verschuldet
(bitte detaillierte Aufschlüsselung nach Kommunen und jeweiliger Höhe der Verschuldung)?
2.
Welche der unter 1. genannten Kommunen sind überschuldet
(bitte detaillierte Aufschlüsselung)?
3.
Welche der unter 1. bzw. 2. genannten Kommunen sind unter
Zwangsverwaltung gestellt (bitte detaillierte Aufschlüsselung)?
4.
Wie viele der unter 1. genannten Kommunen und wie viele der
unter 1. genannten Schulden sind nach Erkenntnissen der
Landesregierung auf die Abwassersituation im Land Brandenburg zurückzuführen?
Namens
ns der Landesregierung beantwortet der Minister des Innern
die Kleine Anfrage wie folgt:
die Kleine Anfrage wie folgt:
Zu den Fragen 1 bis 4:
Der Umfang der Kleinen Anfrage, die eine Bewertung der Finanzsituation aller brandenburgischen Gemeinden erfordern würde, geht
über das im Rahmen einer Kleinen Anfrage Leistbare weit hinaus.
Zudem ist der Begriff der ""Überschuldung"" nicht hinreichend
präzise, um eine sachgerechte Beurteilung zu ermöglichen.
Datum des Eingangs: 14.03.2000 / Ausgegeben: 20.03.2000"
134,16782700000,167827,0,Nachrichtendienstliche Überwachung von Abgeordneten und Mitarbeitern der DVU-Fraktion im Landtag Brandenburg,167827_071efda6844a7aa02843352ec5a9e14cc28da880.pdf,1,2,1986,261,https://fragdenstaat.de/dokumente/167827-nachrichtendienstliche-uberwachung-von-abgeordneten-und-mitarbeitern-der-dvu-fraktion-im-landtag-brandenburg/,https://media.frag-den-staat.de/files/docs/47/43/2d/47432d4c1f384e758284d11bae37da6f/071efda6844a7aa02843352ec5a9e14cc28da880.pdf,,,47432d4c-1f38-4e75-8284-d11bae37da6f,C:\Users\Admin\Desktop\OpenLens\Texte\167827_071efda6844a7aa02843352ec5a9e14cc28da880.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\167827_167827_071efda6844a7aa02843352ec5a9e14cc28da880.txt,"Landtag Brandenburg
Drucksache 3/1231
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 451
des Abgeordneten Sigmar-Peter Schuldt
Fraktion der DVU
Drucksache 3/1029
Nachrichtendienstliche
Nachrichtendienstliche Überwachung von Abgeordneten und Mitarbeitern der DVU-Fraktion im Landtag Brandenburg
beitern der DVU-Fraktion im Landtag Brandenburg
Wortlaut der Kleinen Anfrage Nr. 451 vom 20.04.2000
Ich frage die Landesregierung:
1.
Werden nach Erkenntnissen der Landesregierung die Abgeordneten der DVU-Fraktion im Landtag Brandenburg, die bei
Ihnen festangestellten oder freiberuflich tätigen Mitarbeiter oder die Angehörigen oder Bekannten der Abgeordneten
bzw. Mitarbeiter der DVU-Fraktion im Landtag Brandenburg
nachrichtendienstlich überwacht?
2.
Werden nach Erkenntnissen der Landesregierung die Büroräume
der DVU-Fraktion im Landtag Brandenburg bzw. die privaten
Wohnungen bzw. Büros der DVU-Abgeordneten oder ihrer Mitarbeiter nachrichtendienstlich überwacht?
3.
Wenn ja, was will die Landesregierung unternehmen, damit
die unter 1. bzw. 2. genannten Überwachungsmaßnahmen beendet werden?
Datum des Eingangs: 24.05.2000 / Ausgegeben: 30.05.2000

Namens
ns der Landesregierung beantwortet der Minister des Innern
die Kleine Anfrage wie folgt:
die Kleine Anfrage wie folgt:
zu Frage 1:
Die Verfassungsschutzbehörde des Landes Brandenburg beobachtet
den brandenburger Landesverband der DVU in seiner Gesamtheit,
wobei sich die Beobachtung unter strikter Wahrung des Grundsatzes der Verhältnismäßigkeit u.a. auf Funktionäre, Aktivisten und
Mitarbeiter der Partei erstreckt. Eine Beobachtung der Abgeordneten und der Fraktionen des Landtags Brandenburg findet generell nicht statt. 
zu Frage 2:
Die Büroräume der Fraktionen des Landtags Brandenburg sowie die
Privatsphäre aller Brandenburger und Brandenburgerinnen sind von
der Beobachtung durch den Verfassungsschutz entsprechend den
gesetzlichen Vorschriften selbstverständlich ausgenommen.
zu Frage 3:
Entfällt."
135,16786500000,167865,0,Antwort der Landesregierung (Drs. 3/1095) auf die Kleine Anfrage Nr. 342 des Abgeordneten Sigmar-Peter Schuldt (DVU) - Drs. 3/826,167865_b665b21ad02ae6e34633d22c3a4b225303104e6d.pdf,1,2,1880,268,https://fragdenstaat.de/dokumente/167865-antwort-der-landesregierung-drs-31095-auf-die-kleine-anfrage-nr-342-des-abgeordneten-sigmar-peter-schuldt-dvu-drs-3826/,https://media.frag-den-staat.de/files/docs/f8/20/69/f82069b7852742c185172e09d72d8de6/b665b21ad02ae6e34633d22c3a4b225303104e6d.pdf,,,f82069b7-8527-42c1-8517-2e09d72d8de6,C:\Users\Admin\Desktop\OpenLens\Texte\167865_b665b21ad02ae6e34633d22c3a4b225303104e6d.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\167865_167865_b665b21ad02ae6e34633d22c3a4b225303104e6d.txt,"Landtag Brandenburg
Drucksache 3/2071
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 784
des Abgeordneten Werner Firneburg
Fraktion der DVU
Drucksache 3/1930
Antwort der Landesregierung (Drs. 3/1095) auf die Kleine Anfrage
Nr. 342 des Abgeordneten Sigmar-Peter Schuldt (DVU) – Drs. 3/826
Wortlaut der Kleinen Anfrage 784 vom 30.10.2000:
In Frage 5 der Kleinen Anfrage Nr. 342 des Abgeordneten Sigmar-
Peter Schuldt (DVU), Drs. 3/826, in welcher danach gefragt wurde, wie die Landesregierung den Begriff ""rechte Gesinnung"" definiert, antwortete die Landesregierung wie folgt: ""Die Landesregierung sieht keine Veranlassung, den Begriff 'rechte Gesinnung' zu definieren. Eine Erläuterung des Begriffs 'Rechtsextremismus' findet sich im Verfassungsschutzbericht des Landes Brandenburg (für 1998).""
Ich frage die Landesregierung:
1.
Ist aus der Antwort der Landesregierung zu Frage 5 der
Kleinen Anfrage Nr. 342 des Abgeordneten Sigmar-Peter
Schuldt (DVU), Drs. 3/826, zu schließen, dass die Landesregierung die Begriffe ""rechte Gesinnung"" und ""Rechtsextremismus"" gleichsetzt?
2.
Wenn ja, wie definiert die Landesregierung den Begriff
""rechts"" im politischen Sinne?
3.
Wenn nein, welche begrifflichen Unterschiede macht die
Landesregierung zwischen den Begriffen ""rechte Gesinnung""
und ""Rechtsextremismus""?
Datum des Eingangs: 29.11.2000 / Ausgegeben: 04.12.2000

Namens
ns der Landesregierung beantwortet der Minister des Innern
die Kleine Anfrage wie folgt:
die Kleine Anfrage wie folgt:
zu Frage 1:
Nein.
zu Frage 2:
Entfällt.
zu Frage 3:
Auf die Antwort der Landesregierung zu Frage 5 der Kleinen Anfrage Nr. 342 des Abgeordneten Sigmar-Peter Schuldt (DVU),
Drucksache 3/826, wird verwiesen. Was die Landesregierung unter
Rechtsextremismus versteht, ist nunmehr auch aus dem Verfassungsschutzbericht 1999 Land Brandenburg, insbesondere S. 148 -
149, ersichtlich."
136,16790500000,167905,0,Rundfunkgebühren für Schwerbehinderte,167905_deacf61b8b4094005c856b866cc158aefd578e80.pdf,1,1,1975,269,https://fragdenstaat.de/dokumente/167905-rundfunkgebuhren-fur-schwerbehinderte/,https://media.frag-den-staat.de/files/docs/6e/6c/80/6e6c80c7b06643dc809b03631ea6c753/deacf61b8b4094005c856b866cc158aefd578e80.pdf,,,6e6c80c7-b066-43dc-809b-03631ea6c753,C:\Users\Admin\Desktop\OpenLens\Texte\167905_deacf61b8b4094005c856b866cc158aefd578e80.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\167905_167905_deacf61b8b4094005c856b866cc158aefd578e80.txt,"Landtag Brandenburg
Drucksache 3/3769
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 1396
des Abgeordneten Heinz Dobberstein
Fraktion der PDS
Drucksache 3/3622
Rundfunkgebühren für Schwerbehinderte
Wortlaut der Kleinen Anfrage 1396 vom 11.12.2001:
Aus den Medien ist zu entnehmen, dass gegenwärtig ein neuer Rundfunkstaatsvertrag
vorbereitet wird. In der Diskussion ist eine Änderung der Gebührenordnung. Demnach soll nur
ein Grundbetrag je Haushalt erhoben werden und nicht mehr die Anzahl der Geräte im
Haushalt Berücksichtigung finden.
Nach der gegenwärtigen gesetzlichen Regelung ist ein bestimmter Personenkreis nach § 27e
des Bundesversorgungsgesetz von der Gebührenpflicht befreit. Dazu gehören alle Schwerbehinderte mit mindestens GdB von 50 % und dem Merkzeichen RF.
Im Land Brandenburg wird dies in der Verordnung der Landesregierung vom 04.02.1992
(GVBl. II 1992 S. 63) geregelt.
Vor diesem Hintergrund frage ich die Landesregierung:
1.
Ist es beabsichtigt, die Gebührenbefreiung im bisherigen Umfang aufrechtzuerhalten?
2.
Welche wesentlichen Änderungen im Hinblick auf die Gebühren sind für den neuen
Rundfunkstaatsvertrag zu erwarten?
Namens der Landesregierung beantwortet der Chef der Staatskanzlei die Kleine
Anfrage wie folgt:
Zu 1. und 2.:
Die Ministerpräsidenten der Länder haben auf ihrer Konferenz am 24.-26.10.2001 beschlossen, dass im Rahmen der Neuordnung der Rundfunkgebühr das Gebührenrecht grundsätzlich
reformiert werden soll. In diesem Zusammenhang erarbeiten die Bundesländer derzeit eine
neue Regelung zur Ausgestaltung der Rundfunkgebührenpflicht sowie der daran anknüpfenden Befreiungstatbestände nach dem Grundsatz der verhältnismäßigen und sozial gerechten
Gleichbehandlung aller Nutzer. Die Länder sind sich darüber einig, dass es eine Gebührenbefreiung aus sozialen Gründen weiterhin geben muss.
Entscheidungen zu Einzelfragen sind bisher nicht getroffen worden.
Datum des Eingangs: 11.01.2002 / Ausgegeben: 16.01.2002"
137,16811800000,168118,0,EU-Wasserrahmenrichtlinie,168118_8a4de6307336f5362f990a5ac8ecda1fd189f90c.pdf,1,2,2226,289,https://fragdenstaat.de/dokumente/168118-eu-wasserrahmenrichtlinie/,https://media.frag-den-staat.de/files/docs/d0/99/25/d09925d5cfeb4b3da2f5fc0e2f1f741d/8a4de6307336f5362f990a5ac8ecda1fd189f90c.pdf,,,d09925d5-cfeb-4b3d-a2f5-fc0e2f1f741d,C:\Users\Admin\Desktop\OpenLens\Texte\168118_8a4de6307336f5362f990a5ac8ecda1fd189f90c.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\168118_168118_8a4de6307336f5362f990a5ac8ecda1fd189f90c.txt,"Landtag Brandenburg
Drucksache 3/3143
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 1184
des Abgeordneten Michael Claus
Fraktion der DVU
Drucksache 3/3038
EU-Wasserrahmenrichtlinie
EU-Wasserrahmenrichtlinie
Wortlaut der Kleinen Anfrage 1184 vom 04.07.2001:
Die EU- Wasserrahmenrichtlinie (EU-WRRL) vom Dezember 2000 muss
bis Ende 2003 in nationale Rechts- und Verwaltungsvorschriften
umgesetzt werden (Art.24 EU- WRRL).
Ich frage die Landesregierung:
1.
Welche sachgerechten Festlegungen von Zuständigkeiten nach
den Nummern 13 und 14 des Art. 2 der EU-Wasserrahmenrichtlinie sind nach Auffassung der Landesregierung durch den
Landesgesetzgeber erforderlich?
2.
Werden von den staatlichen Umweltämtern Vorarbeiten für die
Aufstellung von Bewirtschaftungsplänen für die Flussgebietseinheiten und Detaileinzugsgebiete geleistet?
3.
Welche Haushaltsmittel sind für die Umsetzung der EU-Wasserrahmenrichtlinie in welchen Jahren nach Auffassung der
Landesregierung zur Verfügung zu stellen?
Namens der Landesregierung beantwortet der Minister für Landwirtschaft, Umweltschutz und Raumordnung die Kleine Anfrage wie
g die Kleine Anfrage wie
folgt:
folgt:
Zu Frage 1:
Der Artikel 2 der EU-Wasserrahmenrichtlinie hat die Bezeichnung
""Begriffsbestimmungen"". In den Punkten 13 bzw. 14 werden die
Begriffe ""Einzugsgebiet"" und ""Teileinzugsgebiet"" definiert.
Festlegungen von Zuständigkeiten durch den Landesgesetzgeber
stehen damit nicht im Zusammenhang.
Datum des Eingangs: 08.08.2001 / Ausgegeben: 13.08.2001

Zu Frage 2:
Die Frage erübrigt sich zum Teil, da im Land Brandenburg keine
staatlichen Umweltämter existieren. Darüber hinaus ist der Begriff ""Detaileinzugsgebiet"" im Artikel 2 der Richtlinie nicht
definiert. Die Aufstellung eines Bewirtschaftungsplanes mit
Maßnahmenprogramme nach EU-Wasserrahmenrichtlinie ist je Flussgebietseinheit auszuarbeiten. Vorarbeiten im Land Brandenburg
leistet dazu das Landesumweltamt.
Zu Frage 3:
Es sind in erster Linie die dafür vorgesehenen Haushaltsmittel
des Ministeriums für Landwirtschaft, Umweltschutz und Raumordnung über den gesamten Geltungszeitraum der Richtlinie, voraussichtlich bis ins Jahr 2027, welche durch die Landesregierung
zur Verfügung gestellt werden."
138,16811900000,168119,0,Geschäftsführung der Berlin Brandenburg Flughafen Holding (BBF),168119_f4c456727ee8990f42a24ade862f258b52e5f2e7.pdf,1,2,1509,211,https://fragdenstaat.de/dokumente/168119-geschaftsfuhrung-der-berlin-brandenburg-flughafen-holding-bbf/,https://media.frag-den-staat.de/files/docs/70/a0/17/70a017e6bcf9440d9f1c80e79892566d/f4c456727ee8990f42a24ade862f258b52e5f2e7.pdf,,,70a017e6-bcf9-440d-9f1c-80e79892566d,C:\Users\Admin\Desktop\OpenLens\Texte\168119_f4c456727ee8990f42a24ade862f258b52e5f2e7.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\168119_168119_f4c456727ee8990f42a24ade862f258b52e5f2e7.txt,"Landtag Brandenburg
Drucksache 3/668
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 212
des Abgeordneten Christoph Schulze
Fraktion der SPD
Drucksache 3/487
Geschäftsführung der Berlin Brandenburg Flughafen Holding (BBF)
 Flughafen Holding (BBF)
Wortlaut der Kleinen Anfrage Nr. 212 vom 13.01.2000:
Aus der Geschäftsleitung der BBF ist 1999 ein Geschäftsführer
ausgeschieden.
Aus diesem Grunde frage ich die Landesregierung:
1.
Welche Position und welche Zuständigkeiten hatte der Geschäftsführer in der BBF inne?
2.
Welche Qualifikation hatte der Geschäftsführer? War er für
die Position qualifiziert?
3.
War die Landesregierung als Gesellschafter der BBF mit der
Aufgabenerfüllung des Geschäftsführers zufrieden?
4.
Bis wann lief sein Dienstvertrag planmäßig?
5.
Was waren die Gründe für eine vorzeitige Vertragsbeendigung
bzw. für eine Nichtverlängerung seines Vertrages?
Datum des Eingangs: 17.02.2000 / Ausgegeben: 22.02.2000

Namens der Landesregierung beantwortet der Minister für Wirtschaft die Kleine Anfrage wie folgt:
schaft die Kleine Anfrage wie folgt:
Zu Frage 1:
Der ausgeschiedene Geschäftsführer hatte die Position ""Geschäftsführer der Berlin Brandenburg Flughafen Holding GmbH""
inne und war u.a. für die kaufmännischen Angelegenheiten (Finanzen) im Konzern zuständig. Daneben war er zum Geschäftsführer
der Flughafen Projektgesellschaft Schönefeld mbH (FPS) bestellt.
Zu Frage 2:
Ja.
Zu Frage 3 bis 5:
Aus datenschutzrechtlichen Gründen ist eine Antwort nicht möglich."
139,16812600000,168126,0,Betriebsstilllegung der ONKEN GmbH am Standort Eisenhüttenstadt,168126_33b76216d3f649b77ca92d010ddae6a4509042af.pdf,1,2,2109,311,https://fragdenstaat.de/dokumente/168126-betriebsstilllegung-der-onken-gmbh-am-standort-eisenhuttenstadt/,https://media.frag-den-staat.de/files/docs/ce/87/b6/ce87b65997ed411598e49ad9f52851ee/33b76216d3f649b77ca92d010ddae6a4509042af.pdf,,,ce87b659-97ed-4115-98e4-9ad9f52851ee,C:\Users\Admin\Desktop\OpenLens\Texte\168126_33b76216d3f649b77ca92d010ddae6a4509042af.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\168126_168126_33b76216d3f649b77ca92d010ddae6a4509042af.txt,"Landtag Brandenburg
Drucksache 3/1169
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage Nr. 445
der Abgeordneten Gerlinde Stobrawa
Fraktion der PDS
Drucksache 3/1017
Betriebsstilllegung der ONKEN GmbH am Standort Eisenhüttenstadt
tandort Eisenhüttenstadt
Wortlaut der Kleinen Anfrage Nr. 445 vom 18.04.2000:
Im Oktober 1999 wurde bekannt, dass Herr Onken beabsichtigt, den
Betrieb am Standort Eisenhüttenstadt zum 30.06.2000 zu schließen.
Der Investitionsstandort der Onken GmbH Oderaue wurde in den
Jahren 1993 - 1997 mit Fördermitteln im Rahmen der Gemeinschaftsaufgabe “Verbesserung der Agrarstruktur und des Küstenschutzes” in Höhe von 3.762.015 DM modernisiert.
Die Zweckbindungsfristen für diese Fördermittel sind für Maschinen und technische Anlagen bis zum 22.07.2002 sowie für bauliche
Anlagen bis zum 22.07.2009 festgelegt.
Ich frage deshalb die Landesregierung: 
1.
Welche Schritte hat das MLUR eingeleitet, um die ausgereichten Fördermittel zurückzufordern?
2.
Inwieweit wird die ONKEN GmbH Oderaue für den modernen
Betriebsstandort, der nun eine “Betriebsruine” wird, in die
Haftung genommen?
Datum des Eingangs: 18.05.2000 / Ausgegeben: 23.05.2000

Namens der Landesregierung beantwortet der Minister für Landwirtschaft, Umweltschutz und Raumordnung die Kleine Anfrage wie
g die Kleine Anfrage wie
folgt:
folgt:
Zu Frage 1 und 2:
Mit Schreiben vom 30.03.2000 hat das MLUR die InvestitionsBank
des Landes Brandenburg angewiesen, eine anteilige Rückforderung
entsprechend der Nutzungszeiten der Maschinen und Ausrüstungen
sowie baulichen Anlagen durchzusetzen.
Die InvestitionsBank hat mit Schreiben vom 14. April 2000 gegenüber der Hausbank der Onken GmbH, IKB Deutsche Industriebank
AG Düsseldorf, eine Rückforderung in Höhe von 630.569,53 DM
sowie eine Zinsberechnung von 3 v. H. pro Jahr über den jeweiligen Diskontsatz der Bundesbank in Höhe von 220.270,43 DM erhoben. Die Gesamtforderung mit Wert 31.05.2000 beträgt somit
850.839,96 DM, die bis zum 30.05.2000 an die InvestitionsBank zu
überweisen ist. Über die Rückforderung hinausgehende Möglichkeiten sind nicht erkennbar."
140,16824400000,168244,0,Zur Umsetzung der Hundehalterordnung,168244_d7d6e1c18f88f1a65b2728b17a6ee3ea5d5b2cde.pdf,1,2,2237,297,https://fragdenstaat.de/dokumente/168244-zur-umsetzung-der-hundehalterordnung/,https://media.frag-den-staat.de/files/docs/38/e7/ba/38e7bae175fe4f508ee1d4cb775a930b/d7d6e1c18f88f1a65b2728b17a6ee3ea5d5b2cde.pdf,,,38e7bae1-75fe-4f50-8ee1-d4cb775a930b,C:\Users\Admin\Desktop\OpenLens\Texte\168244_d7d6e1c18f88f1a65b2728b17a6ee3ea5d5b2cde.txt,C:\Users\Admin\Desktop\OpenLens\Bereinigte_Texte\168244_168244_d7d6e1c18f88f1a65b2728b17a6ee3ea5d5b2cde.txt,"Landtag Brandenburg
Drucksache 3/1739
3. Wahlperiode
Antwort
der Landesregierung
auf die Kleine Anfrage 626
des Abgeordneten Ralf Christoffers
Fraktion der PDS
Drucksache 3/1595
Zur Umsetzung der Hundehalterordnung
Zur Umsetzung der Hundehalterordnung
Wortlaut der Kleinen Anfrage Nr. 626 vom 23.08.2000:
Die in Kraft getretene Hundehalterordnung bringt in ihrer Umsetzung eine Reihe von Problemstellungen mit sich.
In diesem Zusammenhang frage ich die Landesregierung:
1.
Sind der Landesregierung Angaben bekannt, auf welche Höhe
sich die Kosten bei der Umsetzung der Hundehalterverordnung
im Land Brandenburg belaufen werden?
2.
Sind der Landesregierung Angaben darüber bekannt, in welchen Kommunen Hundeauslaufgebiete vorhanden sind?
3.
Welche Genehmigungen müssen aus Sicht der Landesregierung
vorliegen, wenn bei Volksfesten, Sportveranstaltungen und
ähnliches von Hundeschulen bzw. Hundezüchtern öffentliche
Vorführungen im Bereich Hundesport gezeigt werden?
Namens
ns der Landesregierung beantwortet der Minister des Innern
die Kleine Anfrage wie folgt:
die Kleine Anfrage wie folgt:
Zu Frage 1:
Grundsätzlich muss der Hundehalter für alle Kosten, die aufgrund
der Regelungen der neuen Hundehalterverordnung für seinen Hund
entstehen (wie z. B. Zuverlässigkeits- und Sachkundenachweise,
Unterbringung in einem Tierheim, Einsetzen des Mikro-Chips usw.)
selber aufkommen. Durch die Erhebung kostendeckender Gebühren
für die Erteilung der Erlaubnis und des Negativzeugnisses wird
zudem sichergestellt, dass Kosten, die über die oben genannten
hinausgehen, nicht zu einer finanziellen Mehrbelastung der Kommunen und des Landes Brandenburg führen.
Datum des Eingangs: 21.09.2000 / Ausgegeben: 26.09.2000

Zu Frage 2:
Die Hundeauslaufgebiete werden von den Kommunen eigenverantwortlich nach den aktuellen und örtlichen Gegebenheiten festgelegt.
Aus diesem Grunde erstellt die Landesregierung keine flächendeckende Auflistung der Hundeauslaufgebiete.
Zu Frage 3:
Der Halter bzw. Züchter hat, sofern sein Hund zu den gefährlichen Hunden im Sinne der Hundehalterverordnung zählt, über eine
Erlaubnis nach § 10 HundehV zu verfügen. 
Im Übrigen gelten die sonstigen ordnungsrechtlichen Regelungen
für Sport- bzw. öffentliche Veranstaltungen."
